Hospital,#colm,var_colm_stuc,hd_tm,vr0,l_mark_for_render,hd_cl1,hd_cl1_0,hd_cl1_1,hd_cl2,hd_cl2_0,hd_cl2_1,hd_cl3,hd_cl3_0,hd_cl3_1,hd_cl4,hd_cl4_0,hd_cl4_1,hd_cl5,hd_cl5_0,hd_cl5_1,hd_cl6,hd_cl6_0,hd_cl6_1,hd_cl7,hd_cl7_0,hd_cl7_1,hd_cl8,hd_cl8_0,hd_cl8_1,hd_cl9,hd_cl9_0,hd_cl9_1,start1,start_no,start1_t,end1,end_no,end1_t,sbt,sbt_cnsd,sbt_not_cnsd,sbt_no,vacant_box,correct_box,correct_spl_box,boxwise_corr,spf_spl_corr,head_to_home,specific_head_corr,correct_head,cnt_cond,space_within_box,pre_peronailse_at_basic_ext,peronailse_at_basic_ext,peronailse_at_merge,num_data,fc_yes,add_head,head_pos_corr,add_subtotal,sift_sbt,head_to_head_sbt,add_to_cnld,one_to_many,recognise_head,one_to_two_line,w_mark_txt,crop_data_1,clean_data_1,cd1_yes,ss1_yes,skip_data_1,sd1_yes,addj_overlap,clean_amt,ca_yes,crop_shift_1,cs1_yes,correct_cld_1,prefer_next,shift_data_1,merge_param,merge_space,mp_else,merge_set,spl_bottom,qty,date,rate,total,discount,amount,disc_func,rate_func,dot_zz_func,datetime_func,dtf_yes,date_func,df_yes,head_list,hdl_no,lebels,head_identify_1,correct_combination,default_clm_rng
Vasantha_N151241,6,,"Qty|Oty|Qtv,5",60,,"Description,Order Dt.","1,1,1","7,1,0","Blank,Order Dt.","1,2,0","1,2,0","Order Dt.,Order Dt.|Order","1,1,1","2,1,0","Qty,Qty|Oty|Qtv","3,2,0","1,100,0","Gross,Gross","3,2,0","1,4,0","Net,Net","5,2,0","2,1,0",,,,,,,,,,"Net,",,2,"Services Total,Page",,5,Total,,,Total Vitamin,,"0,Tota,Total#",,"0,Services,services",,,,,,yes,yes,,,,,,,,,,,,,,,,,,"4,5,space#",yes,"services,0,services,0,services,0,services,0,services,0",,,,,,,,,"\d{2}\/\d{2}\/\d{2}|\d\/\d{2}\/\d,\d\.d,\d\.d,\d\.d,2,0,4,5,2",,,,,,,,,,,,,,,,,,"Room / Bed Charges,Procedure Charges,Others,Administrative Charges,Procedure Charges,Professional charges,Operation Theater Charges,Equipment Charges,Radiology Imaging Charges,Laboratory Charges,Administrative Charges,Professional charges,Diagnostic,Special Lab Charges,Blood Bank charges,Physiotherapy Charges,Cath Lab Charges,Cardiac Team,Professional Charges,Operation Theator Charges,Diagnostics Services,Laboratory Services,Imaging and Diagnostic Services,Medical Administration Charges,Blood Bank Charges,Ward Procedure Charges",,"Description,Remark,Date,Qty,Amount,Remark",,,
Vasantha_N151241-pharma,6,,"Gross,7",40,,"Name,Iss/ret Dt","1,4,0","5,1,0","Iss/ret Dt,Iss/ret Dt","4,1,1","10,1,0","Exp?Date,Date","1,1,0","1,10,1","Qty,Qty|Oty","3,2,0","3,10,0","Gross,Gross","3,2,0","1,10,0","Net,Net","18,10,0","2,1,0",,,,,,,,,,"Drugs/Surgical/Consumables,Qty|Oty",,1,"Items Total|Grand Total,Page|page",,10,Total,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\/\d{2}\/\d{4}|\d\/\d{2}\/\d,\d\/\d{2}\/\d{4},\d\/\d{2}\/\d{4},\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,1,1,1,4,5,5,3",,,"DHS Barrel Plate DCP,BOSTON CRE,Whole Human Blood and /or,Retail Pharmacy?SSSH,Drugs/Surgical/Consumables,Avagard CHG Handrub 100ml Solution,Retail Pharmacy,Operation Theatre",,,,,,,,,,,,,,,"Drugs/Medicines,Surgical Disposables,Implants,Rehabilitation,Other Medical Consumables,Blood Storage-SSSH,Implants",,"Description,Batchno,Expdate,Qty,Amount,Remark",,,
Pramukh_N16147,6,,"Particulars|SAC/HSN Particulars,20",30,,"Date,SAC","3,1,0","1,1,1","HSN/SAC,SAC","1,4,0","1,4,1","Particulars,Particulars","1,2,0","1,1,0","Unit,Unit","1,1,0","1,10,0","Unit Amt,Unit Amt|Unit","1,8,1","2,1,0","Net Amt,Net Amt|Net|Net Amt","1,6,0","1,2,0",,,,,,,,,,"Particulars,",,0,"Total Net Amount|Total Bill Amount|otal Bill Amount|Total Bill Amou,Print Date & Time,Prepared By",,10,Subtotal,,,Total Vitamin,,,,"0,Pharmacy Store(ISSUES,Pharmacy Store(ISSUES)#0,DOC JMENTATION,DOCUMENTATION",,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"Net Amt,5,Net Amt,5,Net Amt,5,Net Amt,5,Net Amt,5",,,,,,,,,"\d+\:\d+\:\d+|\d+\:?\d+\/\d+|\d+\/\d+\/\d+,\d\s?\d|\d\.\d,\d\.\d,\d\.\d|\d\.\d+\.\d|\d\s?\d,0,4,4,5,3",,,,,,,,,,,,,,,,,,"ANESTHESIOLOGY,BED CHARGES,GENERAL SURGERIES,IN-PATIENT,IPD,LABORATORY,LAPROSCOPIC,PHYSIOTHERAPY,RADIOLOGY,REGISTRATION,WARD PROCEDURE,Pharmacy Store(ISSUES),Pharmacy Store(RETURNS),ORTHOPEDIC,IP Pharmacy Stores(ISSUES),OPHTHALMOLOGY,IP Pharmacy Stores(RETURNS),IN.PATIENT,IP Pharmacy Stores (RETURNS),DOCUMENTATION,IPD SERVICE,DOCTOR VISIT,PROCEDURE,MEDICAL EQUIPMENTS,MLC,PATHOLOGY,MEDICINE,OT,PHARMACY DEPT,OT CHARGES,CARDIOLOGY,DERMETOLOGY",,"Date,Remarks,Description,Qty,Rate,Amount",,,
Dr.Ramesh_N13693,6,,"Amount,7",40,,"Remark,Ser.Cd|Ser. Cd","1,1,0","2,1,0","Description,Investigation","2,1,0","1,1,0","Remark,HSN/SAC","1,1,1","1,1,1","Qty,Qty","3,2,0","1,10,0","Rate,Rate","1,1,0","1,2,0","Amount,Amount","1,1,0","1,1,0",,,,,,,,,,"Rate,",,5,"Grand Total,Page",,8,Subtotal,,,Total Vitamin,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\.\d,\d\.\d,\d\.\d,\d\.\d,\d\.\d,\d\.\d,5,4,5,5,5,5,3",,,"ROOM CHARGES,Discharge Medicine,IP Pharmacy Charges,EQUIPMENT CHARGES,Pharmacy Returns,HOSPITAL SERVICES,BIOCHEMISTRY,CARDIOLOGY,CLINICAL PATHOLOGY,CT SCAN,MICROBIOLOGY,GYNECOLOGY AND OBSTETRICS,PULMONOLOG,ULTRASOUND",,,,,,,,,,,,,,,"Ward Charges,Pharmacy Charges,Service Charges,Investigations Charges",,"Remark,Description,Remark,Qty,Rate,Amount",,,
Dr.Ramesh_N13693_1,6,,"Amount,7",40,,"Remark,Pkg.Cd","1,1,0","1,2,0","Description,Pkg.ToDt","3,2,0","2,1,0","Remark,Service Name","1,1,1","1,1,1","Qty,N/SAC","2,1,0","1,1,0","Rate,Conc","1,1,0","1,10,0","Amount,Amount","1,1,0","1,1,0",,,,,,,,,,"Package Details,",,-60,Total Bill Amount,,8,Subtotal,,,Total Vitamin,,"0,Invest: -ions Charges,Investigations Charges#",,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,"Package Excludes,0,Conc|Rate,4,Package Excludes,0,Package Excludes,0,Package Excludes,0",,,,,,,,,"\d\.\d,\d\.\d,\d\.\d,\d\.\d,\d\.\d,\d\.\d,5,4,5,5,5,5,3",,,"CLINICAL PATHOLOGY,EQUIPMENT CHARGES,IP Pharmacy Charges,DIET SERVICES,HOSPITAL SERVICES",,,,,,,,,,,,,,,"Investigations Charges,Package Details,Miscellaneous Charges,Pharmacy Charges,Service Charges",,"Remark,Description,Remark,Qty,Rate,Amount",,,
Hardikar_N1872,6,,"Sub Service Name,16",30,,"Service Name,Service Name","1,3,1","3,2,0","Sub Service Name,Sub Service Name","1,1,1","9,3,0","Date,Date|Dat","1,1,0","1,39,0","Charges,Charges|charges","1,1,0","1,35,0","Qty,Qty|Rty","1,10,0","1,35,0","Amount,Amount","1,4,0","1,35,0",,,,,,,,,,"Sub Service Name,",,7,"Total Amount,",,20,Group Total,,,Total Vitamin,,,,"0,1P_Consultation,IP_Consultation#0,JP_Consultation,IP_Consultation#0,P_Consultation,IP_Consultation",,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,"Office|DECCAN MULTISPECIALITY|HARDIKAR HOSPITAL,0,Office,0,Office,0,Office,0, www.deccanhospital.in|FAX:,2",,,,,,,,,"\d+\/\d+\/\d+\s?\d+\:\w+\-\d+\/\d+\/\d+\s?\d+\:\w+|\d+\/\d+\/\d+,\d+\/\d+\/\d+,\d\.\d,\d\.\d,2,2,5,5,3",,,,,,,,,,,,,,,,,,"Room_Charges,IP_Consultation,OT Charges,OPD / IPD,Radiology,Pathology,Physiotherapy,Nursing Care,Medical Attendance Doctor",,"Service Name,Item,Date,Rate,Qty,Amount",,,
Hardikar_N1872-pharma,6,,"Product,7",40,,"Date,Date|Dat","1,9,0","1,25,0","Product,Product","1,15,0","1,19,0","Remark,Product","1,1,0","1,1,0","Qty.,Qty.|Comp. Qty. Rate","1,1,0","1,10,0","Rate,Rate|Comp. Qty. Rate","1,1,0","1,2,0","Amount,Amount","1,20,0","1,2,0",,,,,,,,,,"Amount,",,-5,"Total,",,20,Subtotal,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,"basic,\d.\d",,,,,,,,,,,,,,,,,,,,,,"\d+\-\w+\-\d+,\d+\-\w+\-\d+,\d+\-\w+\-\d+,\d+\-\w+\-\d+,0,0,0,0,2",,,,,,,,,,,,,,,,,,Pharmacy,,"Date,Product,Unit,Qty.,Rate,Amount",,,
Ciigma_N5041,6,,"Amount|Amount,7",30,,"Billing Item,Billing","1,1,0","5,1,0","Remark,Date","0,1,0","0,1,0","Date,Date","1,1,0","1,4,0","Uint,Unit","1,4,0","1,4,0","Rate,Rate|Raic","1,4,0","1,2,0","Amount,Amount","1,2,0","1,2,0",,,,,,,,,,"Amount,",,-10,"Gross Amount,Advance:,NOTE,Page",,1,Total Charges,,,Total Vitamin,,,,"0,OT EQUIPMENT.UNIT,OT EQUIPMENT#0,(Total Charges CilCo.,(Total Charges)#0,Total Charges),(Total Charges)#",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\/\d{2}\/\d{4}|\d\/\d\/\d{4},\d\.\d,\d\.\d,\d\.\d,\d\.\d,\d\.\d,2,3,4,4,5,5,2",,,"CONSUMABLES,DPCO,MEDICINE,IMPLANTS/DEVICES/STENTS",,,,,,,,,,,,,,,"PHARMACY,ADMINSTRATIVE,BED SERVICES,DOCTOR VISIT CHARGE,HOSPITAL CHERGES,LABORATORY,NEURO SCIENCE,RADIOLOGY,ADMINISTRATIVE,CARDIOLOGY,DOCTOR VISIT CHARGE,WARD / ICU / OT PROCEDURES,WARD EQUIPMENT CHARGES,BED SERVICE,HOSPITAL CHARGES,RADIOLOGY,OT CHARGES,BLOOD BANK,OT CHARGES,OT EQUIPMENT,OT CHARGES,OT CHARGES,IP PACKAGE,P PACKAGE,EMERGENCY / COMPLEX CHARGE,BED CHARGES,ENROLLMENT,PROCEDURE CHARGES,WARD,OT GASES CHARGES,DOCTOR CHARGES,OT EQUIPMENT,BED CHARGES,OPERATION THEATER CHARGES,SPECIAL SERVICES,OTHER SERVICES,ICU PROCEDURE,EMERGENCY",,"Item,Remark,Date,Unit,Rate,Amount",,,
Thunga_N1700,6,,"Rate|Qty,5",60,,"Description,Service|Service Name","3,1,0","1,1,0","Remark,Service","1,1,1","1,1,1","Qty,Qty|Quantity","1,1,0","1,1,0","Rate,Qty|Quantity","3,2,1","2,1,0","Remark,Amount","1,1,1","1,1,1","Amount,Amount","1,1,0","1,1,0",,,,,,,,,,"Rate|Qty,CCN No./ID No.,",,5,"Total Amount,This bill was printed",,-10,Sub Total,,,Total Vitamin,,,,,,,,,,yes,,,yes,,,yes,,"basic,\d\.\d",,,,,,,,,,,,,,,,,,,,,,"\d\.\d,\d\.\d,\d\.\d,\d\.\d,5,3,5,5,3",,,,,,,,,,,,,,,,,,"BED CHARGES,SERVICES INDOOR,SONOGRAPHY,SURGERY CHARGES,VISIT CHARGES,CONSUMABLES,SURGEON CHARGES,OTHERS,Head,EMERGENCY VISIT,VARICOSE VEINS (Including Laser),CORONARY ANGIOGRAM (Including Dye),ARGES,OTHER CONSULTATION,SUPER SPECIALIST,PHYSIOTHERAPY,ANESTHESIA,PATHOLOGY,X-RAY,TOTAL KNEE REPLACEMENT( unilateral),INSTRUMENTS CHARGES,UROLOGY AND NEPHROLOGY,PROCEDURES,OUTSIDE-M,SUMABL,OUTSIDE LAB S,OXYGEN,MISC.,DIALYSIS,PROFILE,2D ECHO,PATHOLOGY ABG BLOOD GAS",,"Description,Remark,Qty,Rate,Remark,Amount",,,
Thunga_N1700-pharma,6,,"Item Name,10",40,,"Description,Item Name","1,10,0","1,1,0","Remark,Batch","1,1,0","1,1,0","Expiry,Exp","1,10,0","1,10,0","Rate,Exp","2,10,1","1,1,0","Qty,Qty","1,10,1","1,2,0","Amount,Qty","1,1,1","3,1,0",,,,,,,,,,"Batch,",,5,Report Date,,10,Total for ,,,Total Vitamin,,,,,,,,,,yes,,,yes,,,yes,,,,,,,,,,,,,,yes,"Item Name,0,Item Name,0,Item Name,0,Item Name,0,Item Name,0",,,,,,,,,"\d\.\d,\d\.\d,\d\.\d,\d\.\d,5,5,5,5,3",,,,,,,,,,,,,,,,,,,,"Description,Remark,Expiry,Rate,Qty,Amount",,,
SRV_N16098,6,,"Amount,11",50,,"Service Name,SNO.|SNo.","1,2,0","4,1,0","Code,Qty|ty","2,1,0","2,1,1","Qty,Qty|ty","2,1,0","1,5,1","Rate,Rate","13,10,0","1,1,0","GST,Amount","5,2,0","19,5,1","Amount,Amount","2,1,0","3,2,0",,,,,,,,,,"Qty|Rate,",,-2,"Bill Amount,print|This bill|this bill,Page",,-20,Sub Total,,,Total Vitamin,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,yes,"AH AH,3,AH AH,3,AH AH,3,AH AH,3,This bill was printed,0",,,,,,,,,"\d\.\d,\d\.\d,\d\.\d,\d\.\d,3,3,5,5,2",,,,,,,,,,,,,,,,,,"CT SCAN,E.N.T.,ADMISSION CHARGES,ASSISTANT SURGEON CHARGES,BED CHARGES,CONSUMABLES,GINDE HISTOPATH LAB,MEDICINE CHARGES,MISCELLANEOUS CHARGES,OT Material,REGISTRATION CHARGES,VISIT CHARGES,BED SIDE MINOR PROCEDURES,BED SIDE PROCEDURE,BIOCHEMIS,CALF PUMP,CARDIOLOGY,CLINICAL PATHOLOGY,HEMATOLOGY,MEDICINE CHARGES,SPECIAL BIOCHEMISTRY,VISIT CHARGES,PROCEDURE CHARGES,PHYSIOTHERAPY CHARGES,ENDOSCOPIES,MRI,ULTRASOUND,X-RAY,BIOCHEMSITRY,BIOCHEMISTRY,SEROLOGY,MOLECULAR BIOLOGY,MICROBIOLOGY,ELISA,COAGULATION STUDIES,IMPLANT CHARGES,SURGEON CHARGES,GENERAL SURGERY,INSTRUMENT CHARGES,SOMAIYA PATHOLOGY,ORTHOPEDIC SURGERY,PORTABLE X-RAY,APEX KIDNEY CARE CONSUMABLES,URO SURGERY,DOCTOR VISIT CHARGES,CONSUMABLE CHARGES,X RAY,PATHOLOGY SPECIAL,IMMUNOLOGY,HAEMATOLOGY,NEUROLOGY,DIETICIAN CHARGES,BEDSIDE PROCEDURE,MRD,pathology service,BEDSIDE SERVICE,BEDSIDE PROCEDURES",,"Service Name,Code,Qty,Rate,GST,Amount",,,
Inamdar_N8739,6,,"Particulars,11",40,,"Date,Date|Particulars","2,1,0","1,2,0","Particulars,Particulars","1,1,0","1,5,0","Remark,Particulars","1,1,1","1,1,0","No.,No.","1,19,0","1,6,0","Rate,Rate|Rat","3,2,0","1,4,0","Net Amount,Net Amount|Net Amoun|Vet Amount","9,1,1","15,1,0",,,,,,,,,,"Net Amount|Net Amoun|Vet Amount,",,20,"Gross Amount,",,20,Subtotal,,,Total Vitamin,,,,"1,EDURE,PROCEDURE",,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"Admissible,0,Admissible,0,Admissible,0,Admissible,0,Admissible,0",,,,,,,,,"\d+\/\d+\/\d+|\d\/\d+,\d+\/\d+\/\d+,\d+\/\d+\/\d+,\d\.\d,\d\.\d,\d\.\d,0,0,0,5,5,5,2",,,"D & C (ENDOMETRIAL BIOPSY) WITH MIRENA INSERTION,CLOSE REDUCTION FIXATION ABOVE ELBOW CAST",,,,,,,,,,,,,,,"BED CHARGES,PATHOLOGY,PHARMACY CHARGES,Prof./ Visit,RADIOLOGY,NURSING CHARGES,PHARMACY CHARGES,Prof./ Visit,ADMINISTRATION CHARGES,ANESTHESIA,CARDIOLOGY,CONSUMABLE CHARGES,EQUIPMENT,OT MEDICINE,Miscellaneous Charges,PROCEDURE,PATHOLOGY,OPERATION THEATRE,OPERATIVE CHARGES,CASUALTY CHARGES,BLOOD PRODUCT ADMINISTRATION,SURGERY",,"Date,Particulars,Remark,Qty,Rate,Amount",,,
Inamdar_N8739-pharma,6,,"BatchCode,12",30,,"Description,Description|Item","3,2,0","2,1,0","BatchCode,BatchCode","1,2,0","1,8,0","Exp.Date,Exp","1,6,0","1,6,0","Issue Qty,Qty","1,10,0","1,10,0","MRP,MRP|Mrp","1,1,0","1,10,0","Net Amount,Net|Amount","1,2,0","1,2,0",,,,,,,,,,"BatchCode,",,5,"ServiceCharge,",,20,Subtotal,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d+\/\d+\/\d+,\d+\/\d+\/\d+,\d\.\d,\d\.\d,2,2,4,5,2",,,,,,,,,,,,,,,,,,"Pharmacy,Pharmacy Returns,Material",,"Description,Batch,Expiry,Qty,Rate,Amount",,,
Hindu_N2283,6,,"PROCEDURE,10",80,,"PROCEDURE,PROCEDURE","1,1,0","1,2,0","DATE,DATE","1,2,0","1,10,0","PRICE,PRICE","1,2,0","1,10,0","UNITS,UNITS","1,10,0","1,10,0","DISCOUNT,DISCOUNT","1,10,0","1,10,0","AMOUNT,AMOUNT","1,2,0","1,10,0",,,,,,,,,,"PROCEDURE,",,-50,"Total,Page,",,0,Subtotal,,,Total Vitamin,,,,"0,.LABORATORY,LABORATORY#",,,"BED CHARGES,0,Bed Charges,0",,,,,,yes,,,,,,,,,,,,,,,,,yes,"AMOUNT,5,AMOUNT,5,AMOUNT,5,AMOUNT,5,AMOUNT,5",,,,,,,,,"\d\/\d{2}\/\d,\d\.\d,\d\.\d,\d\.\d,1,5,5,5,2",,,,,,,,,,,,,,,,,,"TREATMENT,THEATRE CHARGES,RADIOLOGY,Bed Charges,CONSULTATION - IP,CONSUMABLES,EQUIPMENTS AND DIAGNOSTICS,HMH-MEDICINES,LABORATORY,MEDICINE,NON - MEDICAL ITEMS,SURGICAL PROCEDURES,NON SURGICAL PROCEDURES,THERAPY,MISECELLANEOUS,MEDICINES,NON SURGICAL PROCEDURES,SURGICAL PROCEDURE",,"Description,Date,Rate,Qty,Remark,Amount",,,
Christian_N12987,6,,"Amount,8",40,,"Vch. No.,No.","12,10,0","1,3,0","Vch. Date,Date","1,1,0","1,2,1","Service Description,Service","1,2,0","13,10,0","Patient Class,Class","1,1,0","1,2,0","Unit,Unit","1,1,0","1,2,0","Amount,Amount","1,3,0","1,1,0",,,,,,,,,,"Unit,",,-5,"Page|Charge Summary,",,10,SubTotal,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,"stg_one,\d{2}",,,,,,,,,,,,,,,,,,,,,,"\d{2}\/\d{2}\/\d{4},\d\.\d,\d\.\d,\d\.\d,\d\.\d,\d\.\d,0,3,3,4,4,4,3",,,"ADMISSION CHARGES,ROUNDING OFF,NURSING CHARGES,CLINICAL PATH.(OPD),CLINICAL PATHOLOGY,MEDICINES,CARDIOLOGY,PEADIATRICS CHARGES,X-RAY (RADIOLOGY),BED CHARGES GENERAL WARD,BED CHARGES IMC,TRAUMA CHARGES,HISTOPATHOLOGY,OT PHARMACUETICA MAT CHARGES,OPERATION THEATRE / EQUIPMENT OPERATION THEATR,OT OTHER MAT. CHGS CHARGES,DIETRY CHARGES,BED CHARGES SINGLE PRIVATE ROOM AC,NEPHROLOGY CHARGES,CSSD CHARGE,DOCTOR FEES CHARGES,OT OTHER MAT. CHGS CHARGES,OPERATION THEATR,BED CHARGES ICCU,BED CHARGES IMC WARD 20-C,E.N.T,TRANSFUSION MEDICINE CHAR,BED CHARGES BURN,TRAUMA CHAR,MEDICINE,DERMATOLOGY CHARGES,BED CHARGES BMT,CSSD CHARGES,X-RAY (RADIOLOGY,OB GYN COMP CHRG,G. ANESTHESIA,CLIN HAEM PROCEDURE,BED CHARGES EX SUP DELX,STL CL. HAEMATO-ONCO,(RADIOLOGY",,,,,,,,,,,,,,,"ADMIN CHARGES,BIOCHEMISTRY,IPD DOCTOR'S FEES,NURSING CARE,PATHOLOGY,PHARMACY & MEDICAL MATERIALS,PROCEDURES,RADIOLOGY,ROOM CHARGES,OPERATION THEATRE / EQUIPMENT,SURGERY CHARGES,DIET,MICROBIOLOGY,RADIOLOGY X-RAY (RADIOLOGY,OPERATION THEATRE / EQUIPMENT CSSD CHARGE,OTHER LAB,BLOOD BANK,OPERATION THEATRE,ROUNDING OFF,OPERATION THEATRE / EQUIPMENT,PROCEDURES,ROOM CHARGES",,"Remark,Date,Description,Remark,Unit,Amount",,,
Christian_N12987-pharma,6,,"Amount,8",40,,"Trn Date,Date","1,1,0","1,10,0","Item Cd,Date","1,1,1","2,1,0","Item Name,Date","2,1,1","35,10,0","Expiry Dt,Expiry","1,10,0","1,10,0","Quantity,Quantity","1,10,0","1,10,0","Amount,Amount","1,10,0","1,10,0",,,,,,,,,,"Amount,",,0,"Page,Patient,",,0,SubTotal,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,"0,1,space#",yes,"ty Work is For A Jo|y Work is For A Ko|IN MEDICAL CO|by Work is For A Ko|3026721|MEDICAL COL|LUDHIAN|Patient's Signature ,0,Total For Doc,0,Total For Doc No,0,Total For Doc No,0,Total For Doc No|MEDICAL CO,0",,,,,,,,,"\d\/\d{2}\/\d{4},\d\/\d{2}\/\d{4},\d\.\d,\d\.\d,0,0,5,5,2",,,,,,,,,,,,,,,,,,ADMISSIBLE,,"Date,Remark,Item,Remark,Qty,Amount",,,
Gokul_N1365,6,yes,"BED NO.|BED NO. :,9",60,,"Date,BILL No. :,0,BILL No. :,0","2,1,0","15,10,0","Description,GROUP,0,GROUP,1","12,10,1","3,1,0","Remark,GROUP,0,GROUP,1","2,1,1","2,1,1","Qty,BED NO,0,BED NO,0","1,1,0","1,2,0","Rate,BED NO,0,BED NO,0","1,2,1","2,1,0","Amount,CATEGORY,0,CATEGORY,0","9,10,1","4,1,0",,,,,,,,,,"TPA,Fax,",,5,"TOTAL CHARGES,Prepared by",,5,Subtotal,,,Total Vitamin,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,yes,"INVESTIGATIONS,3,INVESTIGATIONS,3,INVESTIGATIONS,3,INVESTIGATIONS,3,INVESTIGATIONS,3",,,,,,,,,"\d,\d,\d\/\d+\/\d,\d,5,4,0,4,3",,,,,,,,,,,,,,,,,,"HEAD,ROOM CHARGES,OPERATION ROOM CHARGES,PATHOLOGY,RADIOLOGY,SURGERY TEAM CHARGES,COST OF IMPLANT,MISC. CHARGES,CVP LINE PROCEDURES,DOCTOR VISITS,MEDICINE CHARGES,CARDIOLOGY",,"Date,Description,Remark,Qty,Rate,Amount",,,
Rhythm_N13889,6,,"Sr.No Description|Amount,20",40,,"Description,Description|Sr.No Description","1,1,0","3,2,0","Date,Date","1,2,0","1,7,0","Rate,Rate","1,2,0","1,19,0","Qty,Qty","1,11,0","1,39,0","Amount,Amount","1,19,0","1,39,0","Net Amount,Net|Vet","1,1,0","1,1,0",,,,,,,,,,"Amount,",,5,"Total,Print Date/Time",,10,Subtotal,,,Total Vitamin,,,,"0,GES,LAB CHARGES",,,"CARDIC PROCEDURE,0,Cardiac Procedures,0",,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"VADODARA :|20 CRP VADODARA|DAHCL :,0,user Name,0,365 DAYS,0,info@rhythmheart.com,0,For Appointments Call,0",,,,,,,,,"\d+\/\d+\:\d+|\w{4}\d+\s\d+|\d+\/\d+\:\d+\?|\d+\/\d+\/\d+,\d+\/\d+\/\d+,\d+\/\d+\/\d+,\d\.\d,1,1,1,5,3",,,,,,,,,,,,,,,,,,"REGISTRATION CHARGE,STAY CHARGES,VISIT CHARGES,GENERAL NURSING AND MINOR PROCEDURE,GASTROLOGY PROCEDURE,LAB CHARGES,MEDICINE CHARGES,Coronary Angioplasty (PTCA),RADIO CHARGES,COVID- 19 PACKAGE,X-RAY,OT CHARGES,PACKAGE INCOME,ANAESTHESIA CHARGES,IMPLANT CHARGES,PACKAGE INCOME,Coronary Angioplasty (PTCA),Cardiac Procedures,NUROLOGY PROCEDURE,PROCEDURE-WARD/ICU,IMPLANT CHARGES",,"Description,Date,Rate,Qty,Amount,Remark",,,
Sanjeevani_N1570,6,,"Rate|Race,6",30,,"Header,Details|Detail","7,1,0","3,1,1","Details,Details|Detail","1,1,0","1,1,0","Ward,Ward|Warm","1,1,0","1,1,0","Qty,Qty","1,2,0","1,2,0","Rate,Rate|Race","1,2,0","1,2,0","Amout,Amount|Amaunt","1,2,0","1,2,0",,,,,,,,,,"ADMIT DATE,",,5,"BILL TOTAL,",,5,Subtotal,,,Total Vitamin,,,,"0,`RADIOLOGY,RADIOLOGY#0,HADIDLOGY,RADIOLOGY#1,DED CHARGES,BED CHARGES",,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"Detail,1,Details,1,Details,1,Details,1,Details,1",,,,,,,,,"\d\.\d|\d\.\d+\.\d,\d\.\d,\d\.\d,\d\.\d,4,4,5,5,2",,,,,,,,,,,,,,,,,,"HOSPITAL CHARGES,VISIT CHARGES,RADIOLOGY,PATHOLOGY,PHARMACY,PROCEDURE CHARGES,SURGERY CHARGES",,"Remark,Description,Remark1,Qty,Rate,Amount",,,
